tconst	directors
tt0212698	nm0177356
tt0212698	nm0317042
tt0212698	nm0316830
tt0212698	nm0366314
tt0212698	nm0135326
tt0212698	nm0283706
tt0212698	nm0585615
tt0212698	nm0371157
tt0212698	nm0574762
tt0212698	nm0121169
tt0212699	nm0102622
tt0212699	nm0339543
tt0212699	nm0534365
tt0212699	nm0386324
tt0212699	nm0177356
tt0212699	nm0318448
tt0212699	nm0394200
tt0212699	nm0057959
tt0212699	nm0148115
tt0212699	nm0656108
tt0212699	nm0923613
tt0212699	nm0164639
tt0212699	nm0662091
tt0212699	nm0000776
tt0212699	nm0741331
tt0212699	nm0801111
tt0212699	nm0086556
tt0212699	nm0903931
tt0212699	nm0049052
tt0212699	nm0852817
tt0212699	nm0395379
tt0212699	nm1646079
tt0212699	nm0461158
tt0212699	nm0039681
tt0212699	nm0092638
tt0212699	nm0329445
tt0212699	nm0186551
tt0212699	nm2531096
tt0212699	nm0061385
tt0212699	nm0805444
tt0212699	nm0028628
tt0212699	nm0486748
tt0212699	nm0715892
tt0212699	nm0316830
tt0212699	nm0108707
tt0212699	nm2148744
tt0212699	nm0534084
tt0212699	nm1136511
tt0212699	nm0331290
tt0212699	nm0818226
tt0212699	nm0713725
tt0212699	nm0223265
tt0212699	nm0943921
tt0212699	nm0934070
tt0212699	nm0373616
tt0212699	nm0783286
tt0212699	nm1204143
tt0212699	nm0000631
tt0212699	nm0755906
tt0212699	nm0203712
tt0212699	nm0558068
tt0212699	nm0404014
tt0212699	nm0366443
tt0212699	nm0602454
tt0212699	nm0317042
tt0212699	nm0283706
tt0212699	nm0129469
tt0212699	nm0385120
tt0212699	nm0875744
tt0212699	nm0626611
tt0212699	nm0521154
tt0212699	nm0115100
tt0212699	nm0072025
tt0212699	nm0751373
tt0212699	nm0353592
tt0212699	nm0906859
tt0212699	nm0272742
tt0212699	nm0552957
tt0212699	nm0001565
tt0212699	nm0240154
tt0212699	nm2238993
tt0212699	nm0361194
tt0212699	nm0170828
tt0212699	nm0767697
tt0212699	nm0360324
tt0212699	nm0267862
tt0212699	nm0725880
tt0212699	nm0134456
tt0212699	nm0931037
tt0212699	nm0142056
tt0212699	nm0170934
tt0212699	nm0161878
tt0212699	nm10017336
tt0212699	nm0806449
tt0212699	nm0131769
tt0212699	nm0191592
tt0212699	nm0913123
tt0212699	nm0574762
tt0212699	nm0936358
tt0212699	nm0202918
tt0212699	nm0322560
tt0212699	nm0371157
tt0212699	nm1558501
tt0212699	nm0926885
tt0212699	nm0334273
tt0212699	nm0324995
tt0212699	nm0756803
tt0212699	nm0241017
tt0212699	nm0732045
tt0212699	nm1209069
tt0212699	nm0533334
tt0212699	nm0135326
tt0217931	nm0163229
tt0217931	nm0111302
tt0217931	nm0087704
tt0217931	nm0343310
tt0217931	nm0555797
tt0217931	nm0305557
tt0233023	nm0769874
tt0233023	nm0091575
tt0233023	nm0467646
tt0233023	nm0695111
tt0233023	nm0334353
tt0233023	nm0493615
tt0233023	nm0556226
tt0233023	nm0649100
tt0233023	nm0001603
tt0233023	nm0675068
tt0233023	nm0732306
tt0233023	nm0761739
tt0233023	nm0781751
tt0233023	nm0085457
tt0233023	nm0204243
tt0233023	nm0293177
tt0233023	nm0318085
tt0233023	nm5051615
tt0233023	nm0832407
tt0233023	nm4966115
tt0242203	nm0344872
tt0242203	nm0005640
tt0242203	nm0501402
tt0242203	nm0432031
tt0242203	nm0627203
tt0242203	nm0331495
tt0242203	nm0065614
tt0242211	nm0583302
tt0242211	nm0005640
tt0242211	nm0065614
tt0242211	nm0344872
tt0242211	nm0331495
tt0242211	nm0501402
tt0242211	nm0872274
tt0242211	nm0627203
tt0242211	nm0381481
tt0242211	nm0432031
tt0242211	nm0369359
tt0242211	nm0468239
tt0259792	nm0001692
tt0259792	nm0627913
tt0259792	nm0588664
tt0259792	nm0859285
tt0259792	nm0103905
tt0259792	nm0318702
tt0259792	nm0772259
tt0259792	nm0427880
tt0260607	nm0285998
tt0297530	nm0936358
tt0297530	nm0203712
tt0297530	nm0164639
tt0297530	nm0512327
tt0297621	nm0263608
tt0297621	nm0281865
tt0297621	nm0386482
tt0297621	nm0001565
tt0297621	nm0642517
tt0297621	nm0414469
tt0297621	nm0552957
tt0297621	nm0316830
tt0297621	nm0936358
tt0297621	nm0926885
tt0297621	nm0000776
tt0297621	nm0447383
tt0297621	nm0219054
tt0297621	nm0625818
tt0297621	nm0934070
tt0297621	nm3466425
tt0297621	nm0121169
tt0297621	nm0707597
tt0297621	nm0467646
tt0297621	nm0048514
tt0297621	nm0203712
tt0297621	nm0272742
tt0297621	nm0650240
tt0297621	nm0534365
tt0297621	nm0148115
tt0297621	nm0331290
tt0297621	nm0204209
tt0297621	nm0923571
tt0297621	nm0361395
tt0297621	nm0755906
tt0297621	nm0579711
tt0297621	nm0192188
tt0297621	nm0291125
tt0297621	nm0533334
tt0297621	nm0574762
tt0297621	nm0166234
tt0297621	nm0371601
tt0297621	nm0461158
tt0297621	nm0796358
tt0297621	nm0170934
tt0297621	nm0309851
tt0297621	nm0656108
tt0297621	nm0693339
tt0297621	nm0071713
tt0297621	nm1030886
tt0297621	nm0512327
tt0297621	nm0278677
tt0297621	nm0418986
tt0297621	nm0558068
tt0297621	nm0589929
tt0297621	nm0324995
tt0297621	nm1187874
tt0297621	nm0322560
tt0297621	nm0443909
tt0297621	nm0595610
tt0297621	nm0234669
tt0297621	nm0400618
tt0297621	nm0495361
tt0297621	nm0767697
tt0297621	nm0516360
tt0297621	nm0164639
tt0297621	nm0929798
tt0297621	nm0177034
tt0297621	nm0714116
tt0297621	nm0756803
tt0297621	nm0061385
tt0297621	nm0030365
tt0297621	nm0602454
tt0297621	nm0662091
tt0297621	nm0588877
tt0297621	nm0262801
tt0297621	nm0388338
tt0298665	nm0414469
tt0298665	nm0000776
tt0298665	nm0192188
tt0298665	nm0447383
tt0298665	nm0204209
tt0298665	nm0888505
tt0298665	nm0071713
tt0298665	nm0001565
tt0298665	nm0388338
tt0298665	nm0262801
tt0298665	nm0361395
tt0298665	nm0588877
tt0298665	nm0291125
tt0298665	nm0650240
tt0298665	nm0894583
tt0298665	nm0589929
tt0298665	nm0796358
tt0298665	nm0486748
tt0298665	nm0241017
tt0298665	nm0707597
tt0298665	nm0889571
tt0298665	nm0595610
tt0298665	nm0353592
tt0298665	nm0203712
tt0298665	nm0322560
tt0298665	nm0331290
tt0298665	nm0936358
tt0298665	nm0398275
tt0298665	nm0602454
tt0298665	nm0388198
tt0298665	nm0115513
tt0298665	nm0001241
tt0298665	nm0404014
tt0298665	nm0035840
tt0298665	nm0267862
tt0298665	nm0507461
tt0298665	nm0192923
tt0298665	nm0185160
tt0298665	nm0386324
tt0298665	nm0498780
tt0298665	nm0642517
tt0298665	nm0717229
tt0298665	nm0028628
tt0298665	nm0263608
tt0298665	nm0323795
tt0298665	nm0467646
tt0298665	nm0654109
tt0298665	nm0903931
tt0298665	nm0170934
tt0298665	nm0309851
tt0298665	nm0318448
tt0298665	nm0574762
tt0298665	nm0687648
tt0298665	nm0934014
tt0298665	nm0219054
tt0298665	nm0940292
tt0298665	nm0779670
tt0298665	nm0238245
tt0298665	nm0281865
tt0298665	nm2563696
tt0298665	nm0361194
tt0298665	nm0410139
tt0298665	nm0767697
tt0298665	nm0742238
tt0298665	nm0875992
tt0298665	nm0906859
tt0298665	nm0154038
tt0298665	nm0164196
tt0298665	nm0371601
tt0298665	nm0416819
tt0298665	nm0423646
tt0298665	nm0437709
tt0298665	nm0506802
tt0298665	nm0587583
tt0298665	nm0600503
tt0298665	nm0048337
tt0298665	nm0156416
tt0298665	nm0255028
tt0298665	nm0272547
tt0298665	nm1649005
tt0298665	nm0717154
tt0298665	nm0873541
tt0298665	nm0923613
tt0298665	nm0025504
tt0298665	nm0086295
tt0298665	nm0201438
tt0298665	nm0341038
tt0298665	nm0365800
tt0298665	nm0852019
tt0298665	nm0118778
tt0298665	nm0358759
tt0298665	nm0662091
tt0320048	nm0370868
tt0320048	nm0001430
tt0320048	nm0338719
tt0320048	nm0237848
tt0320048	nm0091575
tt0320048	nm0769615
tt0320048	nm0692872
tt0320048	nm0001628
tt0320048	nm0678928
tt0320048	nm0388913
tt0320048	nm0320637
tt0320048	nm0202297
tt0320048	nm0718467
tt0320048	nm0591142
tt0320048	nm0589228
tt0320048	nm0502766
tt0320048	nm0165493
tt0320048	nm0068691
tt0320048	nm0876440
tt0320048	nm0789033
tt0320048	nm0786607
tt0320048	nm0727211
tt0320048	nm0561797
tt0320048	nm0337103
tt0320048	nm0084204
tt0320048	nm0888505
tt0320048	nm0403126
tt0320048	nm0791027
tt0320048	nm0723629
tt0320048	nm0861679
tt0320048	nm0455831
tt0320048	nm0000265
tt0320048	nm0779670
tt0320048	nm0822570
tt0341798	nm1044897
tt0341798	nm0566671
tt0341798	nm0755574
tt0341798	nm0605925
tt0341798	nm0021975
tt0341798	nm0418986
tt0341798	nm0621469
tt0341798	nm7521050
tt0341798	nm0338719
tt0341798	nm0438250
tt0341798	nm0366314
tt0341798	nm0649708
tt0341798	nm0170934
tt0341798	nm0923404
tt0341798	nm0020984
tt0348926	nm0021975
tt0348926	nm1046485
tt0348926	nm0863254
tt0348926	nm0132763
tt0348926	nm0366314
tt0348926	nm0306883
tt0348926	nm0089276
tt0348926	nm0096391
tt0348926	nm0566671
tt0348926	nm0233864
tt0348926	nm0469140
tt0348926	nm1390504
tt0348926	nm1433057
tt0348926	nm9665714
tt0348926	nm2155406
tt0348926	nm0649708
tt0348926	nm2270436
tt0348926	nm0020984
tt0348926	nm1193948
tt0348926	nm0760195
tt0348926	nm9608247
tt0348926	nm0386498
tt0348926	nm0444161
tt0348926	nm0446834
tt0348926	nm0869859
tt0383216	nm0506613
tt0396335	nm0142056
tt0396335	nm0751373
tt0396335	nm0552957
tt0396335	nm0135326
tt0398430	nm0240154
tt0398430	nm0404014
tt0398430	nm0805444
tt0398430	nm0371601
tt0398430	nm0926885
tt0398430	nm1558501
tt0398430	nm0366443
tt0398430	nm0395379
tt0398430	nm0316830
tt0398430	nm0371157
tt0398430	nm0177356
tt0398430	nm0092638
tt0398430	nm0943921
tt0398430	nm0135326
tt0398430	nm0331290
tt0398430	nm0049052
tt0398430	nm1136511
tt0398430	nm0317042
tt0403808	nm0707597
tt0403808	nm0108707
tt0403808	nm0280364
tt0403808	nm1561235
tt0403808	nm0142056
tt0403808	nm0534365
tt0405611	nm0283706
tt0405611	nm0135326
tt0405611	nm0272742
tt0405611	nm0331290
tt0405611	nm0621469
tt0405611	nm0725880
tt0405611	nm0913123
tt0407402	nm0129469
tt0407402	nm0353592
tt0407402	nm0371157
tt0407402	nm0533334
tt0407402	nm0240154
tt0407402	nm0552957
tt0407402	nm1558501
tt0407402	nm0574762
tt0407402	nm0756803
tt0407402	nm0765856
tt0441950	nm0792996
tt0441950	nm1726281
tt0441950	nm0092349
tt0441950	nm0021975
tt0441950	nm0493383
tt0441950	nm0281865
tt0441950	nm0641007
tt0441950	nm0177356
tt0441950	nm1726681
tt0441950	nm1030886
tt0441950	nm0550198
tt0441950	nm0787225
tt0441950	nm0386850
tt0441950	nm0365013
tt0441950	nm0579711
tt0441950	nm0420949
tt0441950	nm0020984
tt0441950	nm0613123
tt0441950	nm0625818
tt0441950	nm0025504
tt0441950	nm0654109
tt0441950	nm0269488
tt0441950	nm0177034
tt0441950	nm0693339
tt0441950	nm0023626
tt0441950	nm2269593
tt0441950	nm0121169
tt0441950	nm0258480
tt0441950	nm0873541
tt0441950	nm3054750
tt0441950	nm0443909
tt0441950	nm0719685
tt0441950	nm0431448
tt0441950	nm0888505
tt0441950	nm0467646
tt0441950	nm0779670
tt0441950	nm0354942
tt0441950	nm1044941
tt0441950	nm0247050
tt0441950	nm0923613
tt0441950	nm0923404
tt0441950	nm0107960
tt0441950	nm0170058
tt0441950	nm0279807
tt0441950	nm0400618
tt0441950	nm5154925
tt0441950	nm0569819
tt0441950	nm0447383
tt0441950	nm0707597
tt0441950	nm0531674
tt0441950	nm0337103
tt0441950	nm1046485
tt0441950	nm0492974
tt0441950	nm0398275
tt0441950	nm0285998
tt0441950	nm0610303
tt0441950	nm0102946
tt0441950	nm0262801
tt0441950	nm0204473
tt0441950	nm0942081
tt0441950	nm0247023
tt0441950	nm0363356
tt0441950	nm0460957
tt0441950	nm0182818
tt0441950	nm0922879
tt0441950	nm0114436
tt0441950	nm0438250
tt0441950	nm0291125
tt0441950	nm0767697
tt0441950	nm0384643
tt0441950	nm1697309
tt0441950	nm0421001
tt0441950	nm0490117
tt0441950	nm0192923
tt0441950	nm0388338
tt0441950	nm0621469
tt0441950	nm0516150
tt0441950	nm0936358
tt0441950	nm0737053
tt0441950	nm0732045
tt0441950	nm0650240
tt0441950	nm3466425
tt0453991	nm0287836
tt0453991	nm0548529
tt0453991	nm0000080
tt0453991	nm0861679
tt0453991	nm0591142
tt0453991	nm0139878
tt0453991	nm0865709
tt0497975	nm0569819
tt0497975	nm0028628
tt0497975	nm0001692
tt0497975	nm0767697
tt0497975	nm0557543
tt0497975	nm3090098
tt0499549	nm0000116
tt0793361	nm0738056
tt0793361	nm0092115
tt0793361	nm0374673
tt0793361	nm0491547
tt0793361	nm0408153
tt0793361	nm0826409
tt0797756	nm0738056
tt0806910	nm0777564
tt0806910	nm0633950
tt0806910	nm0929660
tt0806910	nm0089777
tt0806910	nm0774221
tt0806910	nm0862821
tt0806910	nm0377422
tt0806910	nm0389373
tt0806910	nm1081521
tt0806910	nm2279441
tt0806910	nm0917076
tt0806910	nm0679429
tt0806910	nm0529496
tt0806910	nm0256495
tt0806910	nm0065614
tt0806910	nm0003916
tt0806910	nm0450660
tt0806910	nm0639007
tt0806910	nm0758949
tt0806910	nm1097225
tt0806910	nm0774368
tt0806910	nm0753898
tt0806910	nm0902094
tt0806910	nm0306610
tt0806910	nm0349654
tt0806910	nm0375040
tt0806910	nm0353135
tt0806910	nm0921404
tt0806910	nm0418130
tt0806910	nm0292377
tt0806910	nm0473958
tt0806910	nm0613996
tt0806910	nm0823146
tt0806910	nm0018877
tt0806910	nm0200498
tt0806910	nm0015784
tt0806910	nm1659950
tt0806910	nm0738056
tt0806910	nm0845282
tt0806910	nm0796749
tt0806910	nm0771942
tt0806910	nm0065496
tt0806910	nm0377420
tt0806910	nm0697448
tt0806910	nm0013044
tt0806910	nm0772325
tt0806910	nm0598706
tt0806910	nm0034776
tt0806910	nm0279146
tt0806910	nm0531440
tt0806910	nm0601182
tt0806910	nm0773949
tt0806910	nm0108004
tt0806910	nm1082323
tt0806910	nm0092110
tt0806910	nm0473144
tt0806910	nm0012337
tt0806910	nm0466408
tt0806910	nm0220341
tt0806910	nm0294507
tt0806910	nm0006749
tt0806910	nm0076679
tt0806910	nm1641324
tt0806910	nm1289234
tt0806910	nm2056100
tt0806910	nm0389263
tt0806910	nm2919334
tt0806910	nm0825379
tt0806910	nm0728422
tt0806910	nm0205860
tt0806910	nm0894201
tt0806910	nm0872274
tt0806910	nm0777683
tt0806910	nm0644345
tt0806910	nm0776598
tt0806910	nm0772460
tt0806910	nm0627203
tt0806910	nm0248657
tt0806910	nm0936204
tt0806910	nm0583800
tt0806910	nm0181421
tt0806910	nm0343547
tt0806910	nm0127323
tt0806910	nm0369359
tt0806910	nm0508316
tt0806910	nm1140801
tt0806910	nm0315117
tt0806910	nm0257148
tt0806910	nm0901017
tt0806910	nm0297502
tt0806910	nm0092115
tt0806910	nm0444902
tt0806910	nm0373911
tt0806910	nm0061860
tt0806910	nm0769569
tt0806910	nm0419400
tt0806910	nm0393148
tt0806910	nm0777029
tt0806910	nm0006877
tt0806910	nm0317411
tt0806910	nm0139512
tt0806910	nm0953044
tt0806910	nm0341001
tt0806910	nm0333705
tt0806910	nm0386570
tt0806910	nm0317590
tt0806910	nm0127015
tt0806910	nm0618996
tt0806910	nm0524866
tt0806910	nm0470666
tt0806910	nm0399392
tt0806910	nm0105657
tt0806910	nm0900947
tt0806910	nm0916780
tt0806910	nm0052792
tt0806910	nm0753961
tt0806910	nm0910000
tt0806910	nm0670670
tt0806910	nm0832419
tt0806910	nm0955235
tt0806910	nm0797459
tt0806910	nm0321894
tt0806910	nm0726152
tt0806910	nm0429774
tt0806910	nm0917274
tt0806910	nm0058594
tt0806910	nm0074163
tt0806910	nm0226290
tt0806910	nm0559668
tt0806910	nm0359634
tt0806910	nm0778280
tt0806910	nm0415714
tt0806910	nm1292413
tt0806910	nm1664028
tt0806910	nm0249148
tt0806910	nm0903088
tt0806910	nm0508098
tt0806910	nm0299621
tt0806910	nm0726053
tt0806910	nm1054437
tt0806910	nm0577641
tt0806910	nm0902022
tt0806910	nm0293770
tt0806910	nm1177494
tt0806910	nm0737482
tt0806910	nm0906114
tt0806910	nm0230649
tt0806910	nm0098086
tt0806910	nm0506374
tt0806910	nm0442345
tt0806910	nm1054376
tt0806910	nm1839743
tt0806910	nm0472114
tt0806910	nm1543866
tt0806910	nm1635354
tt0806910	nm0796361
tt0806910	nm0786186
tt0806910	nm0432501
tt0806910	nm0296446
tt0806910	nm1818028
tt0806910	nm0381305
tt0806910	nm0403101
tt0806910	nm2512193
tt0806910	nm1656248
tt0806910	nm0117698
tt0806910	nm1265673
tt0806910	nm3149590
tt0806910	nm2011733
tt0806910	nm1847689
tt0806910	nm2583364
tt0806910	nm0705852
tt0806910	nm2826206
tt0806910	nm0117929
tt0806910	nm1509905
tt0806910	nm1802378
tt0806910	nm5899290
tt0806910	nm1962822
tt0806910	nm0374673
tt0806910	nm0081272
tt0806910	nm0064723
tt0806910	nm0823280
tt0806910	nm0269993
tt0806910	nm0320546
tt0806910	nm0865440
tt0806910	nm1477692
tt0806910	nm0663409
tt0806910	nm0875072
tt0806910	nm0002087
tt0806910	nm1216097
tt0806910	nm0917158
tt0806910	nm0049697
tt0806910	nm0266935
tt0806910	nm2380072
tt0806910	nm0340170
tt0806910	nm0051204
tt0806910	nm0418329
tt0806910	nm0105826
tt0806910	nm0005640
tt0806910	nm0745037
tt0806910	nm0666685
tt0806910	nm0257845
tt0806910	nm0938352
tt0806910	nm0548096
tt0806910	nm0879493
tt0806910	nm1840944
tt0806910	nm0143824
tt0806910	nm0317479
tt0806910	nm1808242
tt0806910	nm0659950
tt0806910	nm0478128
tt0806910	nm2755970
tt0806910	nm0323418
tt0806910	nm0411853
tt0806910	nm4357944
tt0806910	nm0609264
tt0806910	nm0900988
tt0806910	nm0251690
tt0806910	nm0936851
tt0806910	nm0052361
tt0806910	nm0467853
tt0806910	nm0076473
tt0806910	nm0618176
tt0806910	nm0317413
tt0806910	nm0776630
tt0806910	nm0880880
tt0806910	nm0470081
tt0806910	nm0876533
tt0806910	nm0282270
tt0806910	nm0920635
tt0806910	nm0382304
tt0806910	nm0467861
tt0806910	nm0333748
tt0806910	nm0378743
tt0806910	nm0533251
tt0806910	nm0344888
tt0806910	nm0250914
tt0806910	nm0473151
tt0806910	nm0065615
tt0806910	nm0351351
tt0806910	nm0444946
tt0806910	nm0389386
tt0806910	nm0444936
tt0806910	nm0461170
tt0806910	nm0367059
tt0806910	nm1642225
tt0806910	nm0530689
tt0806910	nm0459080
tt0806910	nm3507422
tt0806910	nm0323203
tt0806910	nm0461282
tt0806910	nm3299248
tt0806910	nm0618117
tt0806910	nm6433160
tt0806910	nm0750365
tt0806910	nm0126652
tt0806910	nm0725345
tt0806910	nm0435269
tt0806910	nm0340997
tt0806910	nm2275000
tt0806910	nm0784379
tt0806910	nm0618384
tt0806910	nm0958139
tt0806910	nm1198470
tt0806910	nm0019841
tt0806910	nm2698215
tt0806910	nm0065456
tt0806910	nm0408583
tt0806910	nm0003600
tt0806910	nm0118190
tt0806910	nm1768182
tt0806910	nm0345099
tt0806910	nm0830253
tt0806910	nm3948156
tt0806910	nm0506746
tt0806910	nm0002978
tt0806910	nm0233920
tt0806910	nm0643816
tt0806910	nm0644038
tt0806910	nm2020448
tt0806910	nm0834028
tt0806910	nm0460007
tt0806910	nm0934639
tt0806910	nm2850557
tt0806910	nm0668199
tt0806910	nm0769754
tt0806910	nm0737552
tt0806910	nm10673142
tt0806910	nm0109519
tt0806910	nm0893676
tt0806910	nm0299730
tt0806910	nm2149099
tt0806910	nm0916653
tt0806910	nm0594147
tt0806910	nm0834481
tt0806910	nm0778339
tt0806910	nm4091321
tt0806910	nm0771131
tt0806910	nm0296360
tt0806910	nm1842551
tt0806910	nm0478228
tt0806910	nm0226080
tt0806910	nm0714914
tt0806910	nm0351746
tt0806910	nm0135482
tt0806910	nm3336107
tt0806910	nm0000583
tt0806910	nm0688900
tt0806910	nm0936960
tt0806910	nm0408153
tt0806910	nm3494602
tt0806910	nm0884145
tt0806910	nm1098886
tt0806910	nm1357855
tt0806910	nm0918345
tt0806910	nm0583361
tt0806910	nm0023355
tt0806910	nm0836708
tt0806910	nm0081897
tt0806910	nm0582733
tt0806910	nm0479810
tt0806910	nm0951944
tt0806910	nm0823906
tt0806910	nm0474463
tt0806910	nm0617894
tt0806910	nm0633005
tt0806910	nm0698283
tt0806910	nm0465941
tt0806910	nm0903137
tt0806910	nm3554474
tt0806910	nm0010573
tt0806910	nm0927413
tt0806910	nm0826409
tt0806910	nm0461871
tt0806910	nm0726136
tt0806910	nm0449449
tt0806910	nm1393934
tt0806910	nm0264738
tt0806910	nm5016703
tt0806910	nm0448395
tt0806910	nm0279043
tt0806910	nm0959255
tt0806910	nm1342550
tt0806910	nm0278950
tt0806910	nm0111097
tt0806910	nm0906056
tt0806910	nm0351435
tt0806910	nm0406013
tt0806910	nm2522719
tt0806910	nm0771417
tt0806910	nm0557621
tt0815352	nm0680002
tt0815352	nm0153569
tt0815352	nm0884672
tt0815352	nm0208571
tt0815352	nm0234749
tt0815352	nm0276467
tt0815352	nm0729626
tt0815352	nm1159452
tt0815352	nm0923360
tt0815352	nm0070302
tt0815352	nm0479351
tt0815352	nm0120814
tt0815352	nm0593978
tt0815352	nm0053084
tt0815352	nm0173916
tt0815352	nm0747613
tt0815352	nm0040150
tt0815352	nm0006445
tt0861682	nm0818226
tt0861682	nm0936358
tt0861682	nm0331290
tt0861682	nm0404014
tt0861682	nm0621469
tt0861682	nm0142056
tt0861682	nm0108707
tt0861682	nm0272742
tt0861682	nm0693339
tt0861682	nm0135326
tt0861682	nm0371157
tt0914702	nm0365013
tt0914702	nm0170058
tt0914702	nm0610303
tt0914702	nm0092349
tt0914702	nm1030886
tt0914702	nm0262801
tt0914702	nm0779670
tt0914702	nm0873541
tt0914702	nm0192923
tt0914702	nm0621469
tt0914702	nm0447383
tt0914702	nm0693339
tt0914702	nm0438250
tt0914702	nm0923613
tt0914702	nm0414469
tt0914702	nm0641007
tt0914702	nm0550198
tt0914702	nm1044941
tt0914702	nm3466425
tt0914702	nm0025504
tt0914702	nm0654109
tt0914702	nm0595610
tt0914702	nm0182818
tt0914702	nm0493383
tt0914702	nm0071713
tt0914702	nm0490117
tt0914702	nm0354942
tt0914702	nm0625818
tt0914702	nm0942081
tt0914702	nm0732045
tt0914702	nm0247023
tt0914702	nm0291125
tt0914702	nm0204473
tt0914702	nm0388338
tt0914702	nm0386850
tt0914702	nm0936358
tt0914702	nm0707597
tt0914702	nm0558068
tt0914702	nm0269488
tt0914702	nm0021975
tt0914702	nm0121169
tt0914702	nm0281865
tt0914702	nm0192188
tt0914702	nm0245948
tt0914702	nm0263608
tt0914702	nm0357607
tt0914702	nm0767697
tt0914702	nm0888505
tt0914702	nm0111656
tt0914702	nm0114436
tt0914702	nm0602454
tt0914702	nm0460957
tt0914702	nm0400618
tt0914702	nm0922879
tt0914702	nm1678401
tt0914702	nm0048514
tt0914702	nm0331290
tt0914702	nm0588877
tt0914702	nm0492974
tt0914702	nm0426601
tt0914702	nm0534185
tt0914702	nm0724798
tt0914702	nm6265045
tt0914702	nm0187769
tt0914702	nm0107960
tt0914702	nm0235130
tt0914702	nm0102946
tt0914702	nm1046485
tt0914702	nm0177356
tt0914702	nm0023626
tt0914702	nm0316895
tt0914702	nm0590588
tt0914702	nm0792996
tt0914702	nm0398275
tt0914702	nm0579711
tt0914702	nm0165704
tt0914702	nm2088609
tt0914702	nm0285998
tt0914702	nm0303809
tt0914702	nm0531739
tt0914702	nm0272742
tt0914702	nm0765856
tt0914702	nm1726681
tt0914702	nm0443909
tt0914702	nm0605925
tt0914702	nm0573190
tt0914702	nm0687648
tt0914702	nm0717229
tt0914702	nm0204209
tt0914702	nm0650240
tt0914702	nm0717154
tt0914702	nm0906859
tt0958966	nm0203786
tt0958966	nm0534365
tt0958966	nm0035840
tt0958966	nm0533334
tt0958966	nm0512327
tt0958966	nm0129469
tt0958966	nm0148115
tt0958966	nm0272742
tt0958966	nm0371601
tt0958966	nm0291125
tt0958966	nm0203712
tt0958966	nm0805444
tt0958966	nm0913123
tt0958966	nm0404014
tt0958966	nm1558501
tt0958966	nm0602454
tt0958966	nm0923613
tt0958966	nm0755906
tt0958966	nm0894583
tt0959862	nm1509888
tt0959862	nm0091430
tt0959862	nm0666777
tt0959862	nm0054374
tt0969640	nm0765856
tt0969640	nm0076352
tt0969640	nm0129469
tt0969640	nm0662091
tt0969640	nm0626611
tt0969640	nm0331290
tt0969640	nm0404014
tt0969640	nm0498780
tt0969640	nm0725880
tt0969640	nm0193168
tt0969640	nm0818226
tt0969640	nm0805444
tt0969924	nm0602454
tt0969924	nm0492974
tt0969924	nm0625818
tt0969924	nm0888505
tt0969924	nm0936358
tt0969924	nm0574762
tt0969924	nm0605925
tt0969924	nm0717229
tt0969924	nm0626611
tt0969924	nm0765856
tt0969924	nm0338719
tt0969924	nm0443909
tt0969924	nm0272742
tt0969924	nm0262801
tt0969924	nm0178159
tt0969924	nm0114436
tt0969924	nm0654109
tt0969924	nm2359906
tt0969924	nm0719685
tt0969924	nm0121169
tt0969924	nm0235130
tt0969924	nm0254559
tt0969924	nm0467646
tt0969924	nm0621469
tt0969924	nm0779670
tt0969924	nm0172772
tt0969924	nm0693339
tt0969924	nm0361395
tt0989125	nm0020465
tt0989125	nm0182818
tt0989125	nm0316895
tt0989125	nm1568315
tt0989125	nm0107960
tt0989125	nm0121169
tt0989125	nm0791041
tt0989125	nm0693339
tt0989125	nm0204473
tt0989125	nm0724798
tt0989125	nm1470982
tt0989125	nm0651550
tt0989125	nm0753338
tt0989125	nm0058096
tt0989125	nm0040644
tt0989125	nm0779670
tt0989125	nm0099476
tt0989125	nm0269488
tt0989125	nm0729727
tt0989125	nm0495237
tt0989125	nm2497782
tt0989125	nm1103141
tt0989125	nm0040608
tt0989125	nm0321700
tt0989125	nm0223265
tt0989125	nm0083433
tt0989125	nm0248157
tt0989125	nm0142056
tt0989125	nm1030886
tt0989125	nm1602124
tt0989125	nm0447597
tt0989125	nm1568400
tt0989125	nm0888505
tt0989125	nm0605925
tt0989125	nm0942081
tt0989125	nm0707597
tt0989125	nm0930811
tt0989125	nm0365882
tt0989125	nm0025504
tt0989125	nm0349310
tt0989125	nm0878985
tt0989125	nm0531674
tt0989125	nm0111357
tt0989125	nm0165704
tt0989125	nm0414469
tt0989125	nm1438845
tt0989125	nm0261398
tt0989125	nm0245697
tt0989125	nm1247454
tt0989125	nm0365013
tt0989125	nm0492852
tt0989125	nm0254559
tt0989125	nm0112956
tt0990935	nm1570177
tt0990935	nm0121169
tt0990935	nm0238245
tt0990935	nm0176818
tt0990935	nm0240172
tt0990935	nm1438845
tt0990935	nm0438250
tt0990935	nm0707597
tt0990935	nm0321700
tt0990935	nm0316895
tt0990935	nm1247454
tt0990935	nm0165704
tt0990935	nm0767697
tt0990935	nm0724798
tt0990935	nm0610303
tt0990935	nm0365882
tt0990935	nm0177356
tt0990935	nm0264239
tt0990935	nm0283706
tt0990935	nm0414469
tt0990935	nm0371157
tt0990935	nm0913123
